ID,Credit Given,Gender,Education,Marital Status,Age,Pay Stat M1,Bill Amt M1,Amt Paid M1,Pay Stat M2,Bill Amt M2,Amt Paid M2,Pay Stat M3,Bill Amt M3,Amt Paid M3,Default Next Month
CC-359,110000,Female,Others,Never Married,24,0,80631,3000,0,82333,3500,0,84462,4000,No
CC-360,260000,Male,Graduate School,Married,34,-1,2351,34039,-1,34039,291,-1,291,291,No
CC-361,500000,Female,University,Never Married,23,0,505507,16500,0,484612,16000,0,419643,19000,Yes
CC-362,320000,Female,University,Never Married,30,0,72849,2661,0,74374,2781,0,74610,2500,No
CC-363,50000,Male,University,Never Married,32,0,44039,1358,0,45008,1275,0,25775,1590,No
CC-364,110000,Male,Graduate School,Married,40,0,2000,216,-1,216,216,-1,216,66,Yes
CC-367,50000,Female,University,Married,61,0,23319,1000,0,23171,2000,0,24774,1039,No
CC-368,10000,Male,University,Never Married,24,2,2813,0,0,2008,150,0,2132,0,No
CC-370,20000,Female,University,Married,32,0,11084,390,0,10918,632,0,10985,616,Yes
CC-372,160000,Male,Graduate School,Never Married,30,-1,8578,13028,-1,13028,29712,-1,21712,50000,No
CC-373,90000,Female,Graduate School,Never Married,34,2,42451,8000,2,49718,0,2,48767,2000,No
CC-374,30000,Male,High School,Others,54,0,23221,4000,0,24339,2000,0,25943,0,No
CC-375,180000,Male,Graduate School,Married,46,0,106288,5040,0,28089,160719,0,178719,7000,No
CC-376,30000,Male,High School,Married,58,0,21495,800,0,21800,1000,0,22437,1961,No
CC-377,30000,Male,,Married,43,0,21509,4200,0,25183,0,2,24242,1000,No
CC-378,140000,Female,Graduate School,Never Married,28,-1,4991,3600,-1,3400,5500,-1,3745,4000,No
CC-379,210000,Male,Graduate School,Never Married,30,0,44584,4000,0,47842,3000,0,49888,10000,No
CC-380,50000,Male,University,Never Married,31,0,9577,3000,0,11139,3000,0,12487,5000,Yes
CC-381,130000,Female,University,Never Married,29,0,72367,2674,0,73875,2701,0,75355,5750,No
CC-382,50000,Female,University,Married,37,0,3559,500,0,1948,500,0,2415,400,Yes
CC-383,140000,Male,High School,Married,36,0,90859,4000,0,88616,3400,0,88450,3300,No
CC-384,170000,Female,University,Never Married,28,2,5464,296,0,5577,500,0,5889,95,Yes
CC-386,410000,,Others,Married,42,0,240865,8500,0,234939,9000,0,240176,8300,No
CC-388,80000,Male,High School,Married,73,2,70646,3500,2,72870,3500,2,75018,5100,Yes
CC-389,150000,Male,University,Married,43,0,159653,5700,0,162866,5700,0,157759,5334,No
CC-390,260000,Male,Graduate School,Married,30,0,291,0,0,0,130291,-1,291,651,Yes
CC-392,280000,Female,University,Married,39,0,37154,922,0,32581,1011,0,33316,5000,Yes
CC-393,310000,Male,University,Married,44,0,76218,3000,0,72090,3001,0,71620,2653,No
CC-394,140000,Female,University,Never Married,29,0,19996,3500,0,21214,2000,0,21085,2000,No
CC-396,140000,Female,Graduate School,Never Married,27,0,142590,6000,0,142650,6000,0,142620,5600,No
CC-397,100000,Male,Graduate School,Never Married,38,0,43011,0,0,43011,579,0,28947,0,No
CC-399,210000,Female,University,Married,30,0,91143,3000,0,82733,2700,0,74125,5000,No
CC-400,120000,Female,University,Never Married,25,2,116313,5000,2,119311,0,2,117167,4400,No
CC-401,240000,Male,Graduate School,Never Married,29,0,65372,3018,0,28797,184922,-1,184922,6100,No
CC-402,60000,Female,High School,Others,42,0,28665,1500,0,28768,2541,0,29064,2000,No
CC-403,,Male,Graduate School,Never Married,41,-1,0,2344,-1,2344,0,2,822,472,Yes
CC-404,30000,Male,University,Married,48,0,25142,1079,0,25667,1089,0,26179,2244,No
CC-405,160000,Female,Graduate School,,29,2,166893,5800,2,170098,0,2,153800,5654,Yes
CC-408,500000,Male,Graduate School,Married,37,0,376657,12312,0,356636,14113,0,303510,10526,No
CC-409,320000,Female,Graduate School,Never Married,27,0,61565,9697,0,59508,16477,0,66541,11341,No
CC-410,280000,Male,Graduate School,Never Married,31,0,182672,6217,0,168399,5947,0,167983,6288,No
CC-411,60000,Female,Graduate School,Never Married,23,2,31601,1400,2,32349,1300,2,32965,1200,Yes
CC-413,230000,Female,Graduate School,Married,32,-1,4595,792,-1,792,3404,-1,3404,0,No
CC-414,230000,Female,University,Never Married,27,0,10596,313,0,9218,1000,0,5068,4641,Yes
CC-418,50000,Female,Graduate School,Never Married,30,0,17895,2000,0,19450,0,2,18990,1000,No
CC-419,50000,Male,University,Married,48,0,18753,2000,0,19091,2000,0,19548,2500,No
CC-421,30000,Male,Graduate School,Never Married,24,0,27959,2500,0,30002,0,2,29371,1800,No
CC-422,440000,Female,Graduate School,Never Married,29,0,156977,6013,0,157963,6028,0,151936,6010,No
CC-423,230000,Female,University,Never Married,38,-1,371,2980,-1,2980,0,-1,0,2213,No
CC-424,200000,Male,University,Married,38,0,97090,3500,0,98045,9000,0,105253,0,Yes
CC-425,490000,Female,University,Married,30,0,205798,6303,0,196698,6429,0,190306,6000,No
CC-427,20000,Female,High School,Never Married,49,2,12583,3123,0,15327,1500,0,16414,1000,Yes
CC-428,170000,Female,Graduate School,Never Married,31,-1,398,0,0,199,199,-1,199,398,Yes
CC-429,70000,Male,Graduate School,Never Married,27,0,29401,28468,0,28949,1327,0,29795,1000,No
CC-430,210000,Female,University,Never Married,33,0,117766,3000,0,68791,3000,0,66167,3000,No
CC-431,90000,Female,University,Never Married,25,0,74424,3001,0,76070,3000,0,77648,3100,No
CC-432,390000,Female,Graduate School,Never Married,27,0,292869,11000,0,292885,10512,0,281826,7000,Yes
CC-433,110000,Female,Graduate School,Never Married,29,0,50990,2000,0,52014,2057,0,53206,2500,No
CC-434,580000,Female,Graduate School,Married,36,0,169365,6006,0,168755,5894,0,167964,5946,No
CC-436,270000,Female,University,Married,32,2,217644,16000,2,223690,8000,2,221413,0,Yes
CC-437,60000,Female,Graduate School,Never Married,27,-1,300,0,2,150,150,-1,150,200,No
CC-438,110000,Male,High School,Married,37,0,60605,2200,0,60272,2300,0,60145,2300,No
CC-439,50000,Female,Graduate School,Married,25,0,44982,761,0,21399,800,0,20859,704,No
CC-440,80000,Female,Graduate School,Never Married,23,0,37642,40000,0,46235,1800,0,47110,1700,Yes
CC-441,50000,Male,University,Never Married,23,-1,1695,11300,0,12645,485,0,12584,2400,No
CC-442,100000,Male,Graduate School,Never Married,32,0,91451,3500,2,93381,0,2,89522,3200,No
CC-443,30000,Female,Graduate School,Never Married,26,-1,0,197,-1,197,2995,-1,2995,0,No
CC-444,200000,Female,Graduate School,Never Married,27,0,114881,4003,0,117213,10033,0,124793,4400,No
CC-445,240000,Male,Graduate School,Never Married,44,0,200643,8000,0,194410,8000,0,198857,7000,Yes
CC-446,220000,Male,University,Never Married,34,0,24875,1000,0,20329,600,0,15602,500,No
CC-447,,Female,Graduate School,Never Married,28,0,90983,2400,0,82255,2500,0,83988,2500,No
CC-448,180000,Female,Graduate School,Married,53,0,5400,0,0,0,1599,-1,1599,0,No
CC-449,200000,Male,Others,Married,42,0,30384,1500,0,30900,0,0,0,2102,No
CC-450,140000,Female,High School,Married,30,2,65000,2210,0,60848,2300,0,58880,5200,No
CC-452,600000,Male,Graduate School,Married,53,0,447130,16000,0,440982,21000,0,434715,20000,Yes
CC-453,260000,Male,University,Never Married,37,-1,122388,7000,0,127402,6000,0,131074,6000,No
CC-455,80000,Male,University,Never Married,42,0,49340,1800,0,48919,1800,0,48443,1700,No
CC-456,40000,Male,University,Never Married,39,0,15031,212,0,10600,5315,-1,5315,4987,No
CC-457,130000,Male,High School,Never Married,39,2,72383,6000,2,77217,0,2,75820,6000,No
CC-459,230000,Female,University,Married,41,-1,8162,6985,-1,6985,9130,-1,9130,6554,No
CC-460,70000,Male,University,Married,48,0,17630,0,0,9730,6400,-1,6400,4590,Yes
CC-461,180000,Female,University,Married,38,0,123022,5000,0,126075,5000,0,126219,5000,No
CC-462,80000,Female,University,Married,36,-1,2980,1260,-1,1260,7868,-1,7868,2198,No
CC-463,290000,Female,University,Never Married,26,-1,3015,23473,-1,23473,1148,0,1448,4900,No
CC-464,230000,Female,Graduate School,Never Married,28,0,99283,4010,0,97599,5882,0,96116,3000,No
CC-466,230000,Male,Graduate School,Married,59,0,201331,7120,0,198999,6844,0,191671,6945,Yes
CC-467,220000,Male,Graduate School,Never Married,38,0,218541,6729,0,167743,6000,0,165300,7009,Yes
CC-468,230000,Male,University,Never Married,32,0,22046,627,0,19860,620,0,19831,500,No
CC-469,500000,Male,University,Married,38,-1,42568,25000,0,48268,5078,0,51481,2132,No
CC-470,90000,Female,Graduate School,Married,41,-1,307,2870,-1,2870,670,-1,670,1362,No
CC-471,390000,Female,High School,Never Married,35,0,252195,9229,0,257496,10000,0,263018,9435,Yes
CC-472,400000,Female,University,Never Married,41,0,195991,6007,0,152127,6061,0,155182,6012,No
CC-473,180000,Male,University,Married,34,-1,2144,1180,-1,1180,1382,-1,1382,2440,No
CC-474,60000,Male,High School,Married,38,0,32193,2700,0,34213,1500,2,35002,0,No
CC-475,120000,Female,University,Married,32,-1,6440,0,-1,0,5930,-1,5930,5120,No
CC-476,60000,Female,University,Never Married,29,0,29614,1100,0,30391,1000,0,23159,420,No
CC-477,50000,Male,Graduate School,Never Married,44,0,28513,1203,0,29106,1166,0,29638,1000,No
CC-478,70000,Female,University,Married,37,2,71248,1782,0,50610,1985,0,50809,2700,No
CC-479,500000,Female,Graduate School,Married,38,-1,300,600,-1,600,300,0,450,600,No
CC-481,250000,Female,University,Married,40,0,0,1069,-1,1069,0,2,919,67619,No
CC-482,140000,Male,University,Never Married,26,2,144035,550,2,140419,5300,2,130271,5400,Yes
CC-483,70000,Female,University,Never Married,28,0,37876,6736,-1,6736,0,2,4162,0,No
CC-484,90000,Male,High School,Married,48,2,67009,1600,2,63228,1500,2,59378,4086,No
CC-485,100000,Female,University,Married,43,-1,556,2306,-1,2306,2562,-1,2562,2111,No
CC-486,190000,Male,University,Married,31,0,130139,3502,0,115494,4027,0,117465,3517,No
CC-487,230000,Female,Graduate School,Married,42,-1,0,10500,-1,10500,6992,-1,6992,0,No
CC-488,320000,Male,University,Married,39,0,91193,5000,0,92837,6080,0,95323,938,No
CC-489,220000,Female,University,Married,36,0,396,396,-1,396,396,-1,396,792,Yes
CC-490,260000,Female,Graduate School,Married,34,-1,3885,4414,-1,4414,2646,-1,2514,7725,No
CC-492,30000,Female,University,Married,43,2,24368,0,2,20859,900,0,19633,800,No
CC-493,260000,Male,University,Never Married,30,2,108724,2003,0,68500,2003,0,69174,2003,No
CC-495,80000,Female,Graduate School,Married,28,0,10040,408,0,10400,294,0,10490,276,Yes
CC-496,50000,Male,Graduate School,Married,41,-1,390,220,-1,220,640,-1,320,1000,No
CC-497,200000,Female,High School,Never Married,47,0,196814,7128,0,200526,8000,0,198717,7100,No
CC-498,20000,Male,University,Never Married,23,0,18848,1025,0,30190,1113,0,19664,104,No
CC-499,250000,Female,Graduate School,Married,49,-1,120,6,-1,-6,1645,-1,1639,0,No
CC-500,20000,Male,Graduate School,Married,38,2,20705,0,2,20255,800,0,19933,850,No
CC-501,30000,Female,University,Married,38,0,24161,1500,2,25128,0,2,24576,1200,No
CC-502,90000,Female,University,Married,35,2,27320,4500,2,31199,0,2,30548,2000,No
CC-503,230000,Female,Others,,46,0,186635,8000,0,189896,7500,0,193351,7000,No
CC-504,130000,Female,Graduate School,Married,33,0,22304,0,0,22304,0,0,0,0,Yes
CC-506,160000,Male,Graduate School,Never Married,35,-1,0,793,-1,792,1220,-1,1220,0,No
CC-507,500000,Female,University,Never Married,43,0,249445,100,0,222831,200,-1,200,528666,No
CC-508,180000,Female,University,Never Married,28,0,35813,2500,0,37893,0,2,34661,2000,No
CC-509,80000,Female,University,Married,30,0,10914,1000,0,10685,0,2,5515,500,No
CC-511,130000,Male,University,Married,31,-1,1411,930,-1,930,0,2,390,780,No
CC-512,120000,Female,University,Never Married,35,-1,240,240,-1,240,240,-1,240,240,Yes
CC-513,360000,Male,Graduate School,Never Married,28,-1,1743,2853,-1,2828,51041,-1,50537,3219,No
CC-514,50000,Male,University,Never Married,23,2,31924,1300,2,32566,1200,2,33081,1500,Yes
CC-515,20000,Female,University,Never Married,23,0,16467,430,0,15746,1017,0,13246,4,No
CC-516,100000,Male,High School,Married,56,0,78762,2634,0,79529,3132,0,80335,732,No
CC-517,70000,Male,High School,Married,32,0,68392,2750,0,69884,2750,0,71284,5500,No
CC-518,50000,Male,University,Married,47,0,18614,618,0,19003,679,0,19439,500,No
CC-519,10000,,University,Never Married,22,0,10050,328,0,9903,476,0,9984,1287,No
CC-520,290000,Female,Graduate School,Married,34,0,104864,7000,0,110151,7000,0,115297,7000,No
CC-521,30000,Female,Graduate School,Married,31,0,18744,1000,0,19291,1000,0,19818,1623,No
CC-522,410000,Female,University,Never Married,27,0,44310,18775,0,62408,15000,0,61420,5350,No
CC-523,360000,Male,Graduate School,Never Married,28,0,125984,17000,0,106584,132200,-1,125557,167000,Yes
CC-524,140000,Female,University,Married,42,0,70804,5112,0,70781,3000,0,66735,5000,Yes
CC-525,210000,Female,Graduate School,Never Married,32,0,71761,2900,0,73505,2700,0,74827,3000,No
CC-526,220000,Female,University,Never Married,27,-1,1831,0,-1,0,2891,-1,2891,153504,No
CC-527,20000,Male,University,Never Married,27,0,19446,1606,0,20759,0,2,20241,300,No
CC-528,620000,Female,University,Married,45,0,163781,6000,0,167159,6500,0,170894,6000,Yes
CC-530,20000,Female,University,Never Married,21,2,362,22073,-1,5308,0,-1,0,0,No
CC-531,50000,Male,University,Never Married,23,0,18165,1500,0,19322,9000,0,19575,1000,No
CC-532,50000,Male,University,Others,30,0,17710,803,0,18079,673,0,18302,637,No
CC-533,10000,Male,University,Never Married,46,2,6908,0,2,6652,244,0,6785,251,Yes
CC-534,100000,Female,High School,Married,50,3,62470,0,3,61198,2500,2,62524,2500,Yes
CC-536,60000,Male,University,Never Married,25,-1,578,4825,-1,4825,2000,0,6200,2435,No
CC-537,440000,Female,Graduate School,Never Married,35,0,252584,9000,0,216547,7100,0,179221,5500,No
CC-538,120000,Male,University,Married,44,0,59105,1919,0,53442,2200,0,46775,0,No
CC-540,110000,Female,University,Married,40,2,97004,3700,2,99005,4000,2,101213,3800,No
CC-543,30000,Female,University,Married,36,2,27533,1100,0,28189,1100,0,28805,1500,Yes
CC-544,100000,Female,Graduate School,Never Married,24,0,29735,14761,-1,14718,29514,-1,29427,330,No
CC-545,360000,Female,Graduate School,Married,34,-1,9785,0,0,166,2142,-1,2142,4230,No
CC-546,390000,Female,Graduate School,Never Married,31,0,46495,2000,0,47751,5000,0,51941,5000,No
CC-549,230000,Female,Graduate School,Never Married,28,0,12608,1000,0,10797,10000,0,20539,2000,No
CC-550,120000,Male,Graduate School,Never Married,27,0,35424,4000,0,31760,5000,0,31214,3500,No
CC-551,100000,Male,High School,Married,52,2,6781,0,2,6144,2000,0,7638,2000,Yes
CC-552,190000,Female,Graduate School,Never Married,41,-1,0,26854,-1,26854,500,-1,554,0,Yes
CC-553,50000,Male,Graduate School,Married,56,0,28842,2000,0,30399,1500,0,29977,1017,Yes
CC-558,110000,Female,University,Never Married,32,2,79829,3200,2,81603,3100,2,83206,3000,No
CC-560,210000,Female,High School,Married,53,0,60466,2255,0,61593,4767,0,65163,0,No
CC-561,270000,Male,Graduate School,Never Married,34,-1,6621,2457,-1,2457,14923,-1,14923,1712,No
CC-563,60000,Female,University,Married,42,-1,416,416,-1,416,3640,-1,3640,730,No
CC-564,360000,Male,University,Never Married,38,0,63723,5000,0,65108,5000,0,66078,105700,No
CC-565,390000,Female,Graduate School,Never Married,45,-1,4240,7,2,3346,1230,2,2698,3,No
CC-567,90000,Female,Graduate School,Never Married,24,0,18219,5000,0,22737,1020,0,23387,764,Yes
CC-568,360000,Male,Graduate School,Never Married,28,-1,10540,10155,-1,10132,6240,-1,6220,16071,No
CC-569,50000,Male,High School,Never Married,26,0,20284,1000,0,19166,718,0,19567,683,No
CC-571,200000,Female,Graduate School,Never Married,29,-1,5065,19561,-1,19468,0,-1,0,125,No
CC-572,50000,Female,University,Never Married,23,0,18815,1000,0,18305,1000,0,19013,1000,No
CC-574,160000,Female,University,Never Married,60,0,489,3177,-1,3177,1009,-1,1009,0,Yes
CC-575,80000,Female,High School,Married,49,-1,1459,6764,-1,6764,7601,-1,7601,7990,No
CC-576,290000,Male,Graduate School,Married,53,0,284660,8803,0,255892,8300,0,238266,8546,Yes
CC-577,270000,Female,Graduate School,Never Married,28,0,37526,14000,0,50565,8000,0,48888,15000,No
CC-578,80000,Male,Graduate School,Never Married,31,-1,4082,0,2,538,4085,-1,4085,0,No
CC-579,50000,Male,University,Never Married,36,0,7131,500,0,6987,500,0,6980,1000,No
CC-582,90000,Male,University,Never Married,33,0,29266,8598,0,35598,5449,0,38449,6537,No
CC-583,160000,Male,Graduate School,Never Married,26,-1,1036,21636,-1,21572,9556,-1,9528,6066,No
CC-584,80000,Female,High School,Never Married,53,0,60452,2500,0,61556,3000,0,54022,2000,No
CC-585,50000,Male,University,Never Married,42,0,48943,1700,0,45775,0,0,0,0,No
CC-586,20000,Female,Graduate School,Never Married,25,0,16723,1600,0,18056,0,2,17618,800,No
CC-588,210000,Male,High School,Never Married,25,-1,9631,1561,-1,1561,1990,-1,1990,7967,Yes
CC-589,130000,Female,University,Never Married,29,0,45584,1319,0,46516,1336,0,47455,1365,No
CC-590,260000,Female,University,Married,31,0,67057,17024,-1,17024,18659,-1,18659,38923,No
CC-591,230000,Female,Graduate School,Married,30,-1,65840,2000,0,56538,2000,0,51522,10000,No
CC-592,160000,Male,Graduate School,Never Married,34,0,85715,3300,0,86773,3425,0,87526,3013,No
CC-593,50000,Male,Graduate School,Married,35,0,7106,249,0,6020,4383,0,9011,172,No
CC-594,80000,Male,University,Married,32,0,41358,5017,0,42379,2000,0,38052,5002,No
CC-595,110000,Male,High School,,46,0,59756,2362,0,61004,2374,0,62213,2454,No
CC-596,200000,Male,Graduate School,Married,43,0,135253,4844,0,134629,5002,0,134309,4902,No
CC-597,360000,Male,University,Never Married,29,0,255832,7154,0,245462,7073,0,250244,7300,No
CC-599,80000,Female,University,Never Married,24,0,58886,2500,0,60035,2300,0,57264,2200,No
CC-600,300000,Female,University,Married,36,0,2303,2768,-1,2768,65373,-1,65373,10780,Yes
CC-601,310000,Female,University,Married,43,0,25095,898,0,25356,933,0,25514,807,No
CC-602,30000,Male,High School,Married,59,-1,390,390,-1,390,1320,-1,1320,0,Yes
CC-603,170000,Male,Graduate School,Married,53,0,17647,563,0,18015,629,0,12930,361,No
CC-604,,Female,University,Never Married,28,0,28740,2070,0,30454,0,2,29930,3000,No
CC-606,50000,Male,Graduate School,Never Married,34,2,23437,2200,2,25101,0,2,24549,1030,No
CC-608,110000,Female,Graduate School,Never Married,24,0,44097,0,2,42543,2000,0,33189,3000,No
CC-610,200000,Female,University,Married,34,-1,561,390,-1,390,390,-1,390,390,No
CC-611,220000,Male,Graduate School,Never Married,43,-1,18900,13580,-1,13580,33150,-1,33150,0,No
CC-613,50000,Male,University,Married,37,0,46755,2000,0,43686,2000,0,44573,2000,No
CC-614,40000,Male,,Never Married,23,0,26710,993,0,27274,2734,0,29551,0,No
CC-615,190000,Female,University,Married,37,2,116284,9000,2,123528,4000,2,125478,5000,No
CC-616,150000,Male,Graduate School,Never Married,33,0,24085,64,0,24149,509,0,3323,8399,No
CC-618,270000,Female,University,Married,56,0,106651,4500,0,109294,4000,0,101151,3900,No
CC-619,60000,Male,Graduate School,Never Married,25,0,39639,1500,0,39619,1900,0,39140,2000,No
CC-620,200000,Female,University,Married,39,0,71629,2559,0,70805,2526,0,70718,2620,No
CC-621,150000,Female,University,Married,39,0,33080,2500,0,30223,2000,0,31561,2000,No
CC-622,180000,Female,University,Never Married,28,-1,460,460,-1,460,610,-1,610,460,No
CC-626,20000,Female,University,Never Married,24,0,15916,0,2,15519,568,0,15829,1327,No
CC-627,70000,Male,Graduate School,Married,46,0,51757,3140,0,50013,2000,0,49946,1800,No
CC-628,230000,Male,Graduate School,Married,39,-1,660,660,-1,660,660,-1,660,660,No
CC-629,30000,Male,High School,Married,48,0,29201,1200,0,29553,1055,0,29693,530,No
CC-630,200000,Female,High School,Others,45,-1,3411,6788,-1,6788,9921,-1,9921,5016,No
CC-632,50000,Female,University,Never Married,23,0,30487,4000,0,33831,0,2,33138,2000,No
CC-635,110000,Male,High School,Married,56,0,30452,2171,0,22628,3198,0,23468,4976,No
CC-637,50000,Female,High School,Married,49,0,6918,1500,0,6941,2150,0,4756,0,No
CC-638,50000,Male,University,Married,41,0,19894,680,0,18811,694,0,18805,618,No
CC-639,400000,Female,Graduate School,Never Married,40,-1,20472,77000,-1,76933,100000,0,173599,7700,No
CC-640,170000,Male,University,Never Married,31,0,55888,3000,0,53672,3000,0,51461,3000,No
CC-641,280000,Male,University,Married,42,0,141937,5500,0,144990,5500,0,147911,5600,No
CC-643,210000,Female,University,Never Married,32,0,58091,4500,0,61630,5000,0,65576,5000,No
CC-644,370000,Male,University,Never Married,28,0,48907,10000,0,53025,4000,0,51434,6000,No
CC-645,30000,Female,University,Married,31,0,19006,1000,0,19637,2000,0,21251,0,No
CC-648,80000,Female,University,Never Married,24,0,55639,2500,0,56873,3000,0,58390,2500,No
CC-649,280000,Female,University,Married,44,2,195517,7000,2,199250,0,2,195874,15000,Yes
CC-650,20000,Female,University,Never Married,46,>3,19617,0,>3,18737,0,3,18148,0,No
CC-652,240000,Female,University,Never Married,26,-1,7500,7500,-1,7500,14497,-1,14497,500,No
CC-653,20000,Female,Graduate School,Never Married,22,0,18666,900,0,19115,900,0,19547,1600,No
CC-655,10000,Male,University,Never Married,33,0,7624,1000,0,8049,1000,0,6857,1500,No
CC-657,290000,Female,High School,Never Married,27,0,7760,2000,-1,2000,1000,-1,0,0,No
CC-658,190000,Female,Graduate School,Never Married,28,0,50386,2000,0,43883,2000,0,34412,2000,Yes
CC-659,80000,Female,Graduate School,Never Married,23,0,14556,0,0,0,1460,-1,1460,0,No
CC-660,280000,Female,University,Never Married,28,-1,1714,1290,0,2875,1047,-1,1047,1000,No
CC-662,90000,Male,University,Married,40,-1,787,1457,-1,1457,0,-1,0,0,Yes
CC-664,50000,Male,Graduate School,Never Married,22,0,6000,200,0,5810,390,-1,390,1170,No
CC-665,40000,Female,University,Married,32,2,29107,1200,2,29693,1400,2,30456,0,No
CC-666,130000,Female,High School,Married,43,0,98071,3562,0,97743,4021,0,100124,3681,No
CC-667,70000,Female,High School,Married,27,0,63926,4600,0,67361,0,2,59480,2258,No
CC-668,30000,Female,University,Married,35,0,25873,1000,0,26157,1501,0,26918,2000,No
CC-669,100000,Female,High School,Married,35,2,103384,0,2,97266,8600,2,101492,0,No
CC-670,20000,Female,Graduate School,Married,30,0,7318,500,0,7458,500,0,7598,0,Yes
CC-671,30000,Female,University,Never Married,34,2,37075,1325,2,37662,0,2,36904,3095,No
CC-672,20000,Male,University,Married,34,0,15642,1000,0,16387,1000,0,17113,1000,Yes
CC-673,100000,Female,Graduate School,Never Married,28,0,82177,3000,0,78840,3023,0,79261,3000,Yes
CC-674,30000,Male,University,Never Married,25,>3,2400,0,>3,2400,0,>3,1800,0,Yes
CC-675,320000,Female,Graduate School,Married,41,0,102284,3700,0,104090,3750,0,105859,3510,No
CC-676,90000,Male,High School,Never Married,42,2,31641,2500,2,29240,0,2,28306,1300,Yes
CC-677,190000,Male,University,Never Married,40,2,161870,6500,2,165725,7000,2,169928,7000,Yes
CC-678,200000,Male,Graduate School,Never Married,28,0,149573,6000,0,152574,7000,0,156323,10000,No
CC-679,300000,Female,University,Never Married,31,-1,7423,0,0,4059,2508,-1,2508,4141,No
CC-681,110000,Female,University,Others,45,0,21158,3000,0,22141,2000,0,22158,2000,No
CC-684,310000,Female,University,Never Married,28,0,54762,5000,0,58189,4000,0,57170,5000,No
CC-685,320000,Male,Graduate School,Married,40,0,231580,19000,0,229683,13000,0,235837,8000,No
CC-686,360000,Male,Graduate School,Married,47,0,174397,4876,-1,4852,4188,-1,4125,10007,No
CC-687,20000,Female,High School,Married,41,0,642,1000,0,1252,500,0,643,1000,Yes
CC-688,170000,Female,University,Never Married,27,0,167201,7000,0,161327,16000,0,171863,6200,No
CC-689,140000,Male,Graduate School,Married,40,0,130735,4580,0,133467,4770,0,136287,4767,No
CC-690,80000,Male,University,Never Married,32,0,43882,1548,0,42256,1488,0,42527,1500,No
CC-691,,Male,University,Never Married,35,-1,54340,0,-1,0,2129,-1,2129,0,No
CC-693,200000,Female,University,Married,29,0,119136,5000,0,122211,5000,0,125021,5000,Yes
CC-694,70000,Male,Graduate School,Never Married,30,0,57871,4500,0,60872,0,2,59329,2500,No
CC-697,50000,Female,Graduate School,Married,34,-1,6611,1000,0,7349,343,0,7570,1000,No
CC-700,300000,Female,Graduate School,Never Married,31,0,30305,0,2,30155,561,-1,561,500,No
CC-702,200000,Female,Graduate School,Married,27,-1,0,7384,-1,7384,8588,-1,8588,1304,No
CC-704,50000,Female,University,Others,30,0,20036,1000,0,20076,1000,0,37615,1600,Yes
CC-705,30000,Female,University,Others,22,3,25110,0,2,24569,2200,2,26357,2500,No
CC-706,50000,Male,Graduate School,Never Married,26,0,18425,1200,0,18619,900,0,19060,1000,Yes
CC-707,50000,Male,University,Married,38,0,53663,2000,0,51507,3200,0,50616,2000,No
CC-708,30000,Female,High School,Married,46,2,12758,1000,2,13549,1500,2,14673,0,No
CC-709,20000,Male,University,Never Married,24,2,688,0,0,688,650,0,1320,0,No
CC-710,20000,Male,University,Never Married,49,0,18424,376,0,18800,200,0,10000,0,No
CC-711,50000,Male,Graduate School,Others,49,0,18569,1000,0,19152,1000,0,18088,2000,No
CC-712,30000,Female,University,Married,42,0,26410,1909,0,27960,1000,0,46254,2000,No
CC-713,360000,Female,Graduate School,Married,30,0,2404,319,-1,319,0,-1,0,0,No
CC-716,50000,Female,University,Married,49,0,32014,2000,0,33573,1645,0,29645,1064,No
CC-717,160000,Female,University,Never Married,27,0,82586,4000,0,85145,4000,0,87049,2500,No
CC-718,70000,Female,University,Married,33,0,3758,25,0,1261,0,0,0,1651,Yes
CC-720,80000,Female,University,Never Married,48,0,23799,5000,0,11723,17236,0,27236,2000,No
CC-721,30000,Female,University,Never Married,22,0,25778,3352,0,28708,2300,0,30520,0,No
CC-722,10000,Male,University,Never Married,22,0,8628,1500,0,9293,0,0,5033,2500,Yes
CC-723,180000,Female,Graduate School,Never Married,27,-1,3333,3333,-1,3333,3333,-1,3333,3333,No
CC-724,320000,Male,Graduate School,Married,47,-1,316,8420,-1,8420,316,-1,316,516,No
CC-725,80000,Female,University,Never Married,34,2,30003,0,2,29385,2500,2,31401,0,No
CC-726,10000,Male,University,Married,45,2,9508,400,0,9754,600,0,10192,200,Yes
CC-727,360000,Female,University,Never Married,39,0,8894,5355,-1,5329,998,-1,998,9004,No
CC-729,330000,Female,University,Never Married,29,0,79407,8875,-1,8875,49880,-1,49880,519,No
CC-730,60000,Male,Graduate School,Never Married,29,-1,1173,0,2,732,582,2,1023,0,Yes
CC-731,50000,Female,High School,Never Married,26,0,9983,1000,0,10884,307,0,7666,361,No
CC-732,200000,Male,University,Married,38,0,161934,5000,0,165447,4917,0,168802,10000,No
CC-734,160000,Female,Graduate School,Married,37,-1,316,632,-1,632,0,-1,0,316,No
CC-735,110000,Male,University,Married,57,0,40659,1725,0,38529,1500,0,30900,0,No
CC-736,70000,Female,High School,Married,50,0,17920,663,0,18296,666,0,18659,690,No
CC-737,150000,Female,High School,Never Married,28,0,100829,4000,0,101913,3665,0,96704,3050,No
CC-738,610000,Female,Graduate School,Never Married,31,0,58397,50000,0,105301,4700,0,105965,2000,No
